sorriso,olho_esquerdo,olho_direito,angulo_x,angulo_y,angulo_z,boca_visivel_esq,boca_visivel_dir,olho_visivel_esq,olho_visivel_dir,nariz_visivel,humor
0.39,0.01,0.35,27.0,4.42,-11.24,0,0,1,0,0,Cansado
0.17,0.68,0.43,-0.49,-6.91,-10.69,1,0,1,1,1,Neutro
0.25,0.72,0.84,28.54,3.58,18.64,1,0,0,0,1,Cansado
0.85,0.78,0.01,6.08,26.18,-17.26,0,0,0,1,0,Estressado
0.02,0.3,0.71,23.13,2.63,-28.02,1,0,1,0,0,Neutro
0.62,0.5,0.8,7.69,-5.74,8.4,0,1,1,1,0,Cansado
0.94,0.87,0.8,-22.61,-16.55,22.01,0,1,1,0,0,Feliz
0.81,0.44,0.27,27.44,28.03,-9.84,0,1,1,1,1,Cansado
0.55,0.2,0.26,-6.75,1.44,-1.04,0,0,0,1,0,Triste
0.05,0.3,0.63,17.43,-8.33,-11.68,1,0,0,0,0,Feliz
0.65,0.61,0.7,-4.98,0.24,16.78,0,1,1,1,0,Triste
0.85,0.72,0.54,-22.53,-5.98,2.41,0,0,1,1,1,Neutro
0.44,0.96,0.08,-27.92,3.39,-27.27,0,0,1,1,0,Triste
0.01,0.77,0.11,27.18,23.36,-7.24,0,0,1,0,0,Neutro
0.88,0.26,0.71,-6.97,-26.7,25.82,1,1,0,0,1,Feliz
0.05,0.17,0.12,-10.95,6.12,20.84,1,0,0,0,0,Neutro
0.76,0.88,0.12,23.85,-27.87,-6.12,0,1,0,0,0,Neutro
0.48,0.42,0.36,-12.36,24.0,-20.11,1,1,0,0,1,Cansado
0.73,0.14,0.46,-26.03,-20.71,-17.42,0,1,0,1,1,Cansado
0.44,0.01,0.3,12.35,7.57,4.79,0,0,0,0,0,Feliz
0.42,0.87,0.48,-15.33,-9.7,-9.84,0,1,1,1,1,Feliz
0.62,0.45,0.45,-10.81,-0.22,2.16,0,1,1,1,1,Feliz
0.61,0.3,0.55,2.44,27.15,-0.87,0,1,0,1,1,Triste
0.13,0.87,0.3,-6.26,-19.51,26.58,0,0,0,1,1,Triste
0.51,0.45,0.97,14.58,11.84,-29.6,0,1,0,0,0,Feliz
0.86,0.46,0.82,-20.35,21.2,17.41,1,0,1,0,0,Neutro
0.59,0.61,0.92,-24.86,-16.35,25.99,1,1,1,0,0,Feliz
0.6,0.39,0.16,-3.47,-25.77,-19.02,1,1,1,1,1,Triste
0.27,0.88,0.05,-11.43,27.76,-4.38,0,1,1,0,0,Neutro
0.61,0.14,0.55,-3.19,-15.32,-25.26,1,1,1,0,1,Triste
0.95,0.9,0.26,-12.47,26.23,-4.2,1,0,0,0,0,Cansado
0.95,0.86,0.57,2.12,21.81,-22.12,1,1,1,0,1,Cansado
0.54,0.97,0.26,23.59,-20.61,8.1,1,1,1,1,1,Triste
0.8,0.63,0.96,-23.02,20.16,-18.4,1,1,1,1,0,Cansado
0.44,0.82,0.64,6.12,26.81,18.58,0,0,1,0,0,Triste
0.84,0.55,0.0,22.74,-9.04,-13.58,0,1,0,1,0,Neutro
0.85,0.47,0.16,27.05,9.81,12.95,1,0,0,1,0,Cansado
0.3,0.34,0.63,8.93,4.91,-21.23,0,0,0,1,0,Neutro
0.17,0.23,0.04,-20.24,24.44,12.17,1,0,0,1,1,Triste
0.28,0.9,0.21,-20.34,7.62,20.53,1,0,0,0,1,Feliz
0.99,0.6,0.29,25.28,-15.71,7.35,1,0,0,0,1,Triste
0.67,0.17,0.81,-29.27,-25.25,28.48,1,0,0,0,0,Neutro
0.64,0.0,0.16,-24.29,-0.77,-8.94,1,0,1,0,1,Neutro
0.44,0.08,0.67,8.15,13.06,-20.54,0,1,1,0,1,Feliz
0.45,0.4,0.0,-16.94,-20.68,-27.07,0,1,1,0,1,Estressado
0.49,0.02,0.02,-2.01,-26.39,9.77,0,0,1,1,1,Cansado
0.39,0.27,0.59,0.34,27.5,11.03,1,1,0,1,0,Feliz
0.75,0.63,0.51,-5.34,8.36,-18.49,0,1,0,0,0,Neutro
0.46,0.54,0.5,23.14,-14.25,24.87,0,0,1,1,0,Triste
0.09,0.94,0.55,-21.61,-1.22,-10.79,0,1,0,1,0,Cansado
0.18,0.94,0.28,23.54,-24.5,0.85,1,0,1,1,0,Estressado
0.18,0.49,0.42,-12.45,-1.88,1.27,0,1,1,0,1,Neutro
0.49,0.31,0.56,17.1,26.1,-18.15,0,0,1,0,0,Cansado
0.43,0.51,0.91,12.91,9.97,-13.31,1,1,1,1,1,Estressado
0.67,0.99,0.05,29.64,27.69,-7.99,1,0,0,1,1,Triste
0.06,0.58,0.3,7.35,16.6,-8.34,1,1,1,0,0,Estressado
0.74,0.6,0.8,18.52,25.07,-18.12,0,0,0,0,1,Estressado
0.38,0.11,0.39,-28.74,8.48,-3.28,1,0,0,0,1,Cansado
0.2,0.75,0.82,-29.32,20.79,10.08,1,0,1,0,0,Triste
0.06,0.88,0.63,16.3,-21.57,-25.85,0,1,1,1,0,Neutro
0.42,0.89,0.04,-11.43,-17.85,-7.86,1,1,1,1,1,Neutro
0.8,0.52,0.9,19.85,-3.15,14.44,0,1,1,0,1,Cansado
0.89,0.9,0.25,-14.38,-16.78,7.07,1,0,1,0,0,Triste
0.39,0.66,0.47,12.47,-9.6,21.28,0,0,1,0,0,Triste
0.5,0.53,0.09,9.18,-16.73,-14.28,0,0,1,0,0,Feliz
0.99,0.14,0.94,13.67,8.84,23.74,0,0,0,0,1,Neutro
0.31,0.04,0.24,18.51,5.49,-15.07,0,0,1,1,1,Feliz
0.35,0.38,1.0,24.85,-25.69,-7.38,0,0,0,1,0,Estressado
0.82,0.95,0.1,-16.34,-2.14,16.02,1,1,0,0,0,Neutro
0.76,0.58,0.06,-11.55,-20.43,-7.23,1,0,1,0,0,Feliz
0.94,0.22,0.65,20.69,4.23,2.77,0,1,0,1,0,Triste
0.93,0.01,0.22,25.26,-16.42,-29.8,0,0,0,1,1,Triste
0.91,0.25,0.8,-20.69,-19.11,-28.52,0,1,1,1,1,Estressado
0.14,0.33,0.15,25.83,-0.46,-5.19,0,0,1,0,1,Feliz
0.58,0.76,0.36,-25.11,-5.66,29.13,1,1,1,0,0,Triste
0.24,0.35,0.77,6.53,12.46,-5.97,1,0,0,0,1,Feliz
0.74,0.77,0.12,5.92,24.02,1.32,0,0,0,0,1,Estressado
0.4,0.71,0.55,5.22,21.59,28.25,0,1,0,0,0,Neutro
0.76,0.55,0.06,28.03,-9.98,28.54,1,1,0,0,0,Cansado
0.72,0.01,0.98,-21.32,-17.35,-0.57,1,0,0,1,0,Cansado
0.9,0.08,0.21,15.14,-5.97,-14.53,1,1,1,0,1,Triste
0.25,0.04,0.34,27.82,-3.9,24.94,1,1,1,1,1,Neutro
0.76,0.86,0.84,10.72,-11.44,12.44,0,1,0,1,0,Triste
0.02,0.64,0.47,19.83,-21.62,26.21,0,0,0,1,1,Estressado
0.72,0.61,0.17,-27.89,22.74,15.7,1,0,1,1,0,Neutro
0.54,0.28,0.15,15.94,12.73,-23.21,1,1,0,0,1,Cansado
0.12,0.46,0.05,3.68,-6.99,-4.62,1,0,0,1,0,Estressado
0.15,0.64,0.18,10.14,7.07,1.19,1,1,0,0,1,Estressado
0.35,0.23,0.93,22.03,17.17,-12.66,1,1,1,0,0,Estressado
0.67,0.02,0.76,17.34,-27.56,-14.71,1,0,0,0,0,Cansado
0.08,0.86,0.01,-28.3,-8.53,-8.11,0,0,0,1,0,Feliz
0.77,0.15,0.87,-27.3,-25.59,19.23,0,0,0,1,1,Triste
0.44,0.59,0.88,5.42,25.38,18.86,1,1,0,1,0,Estressado
0.83,0.04,0.72,21.13,-5.42,-11.59,0,0,0,1,0,Estressado
0.5,0.4,0.13,22.29,-15.87,4.65,0,1,1,0,1,Feliz
0.79,0.61,0.53,-22.74,-7.53,13.42,0,1,1,1,0,Estressado
0.53,0.61,0.81,20.18,22.52,-11.02,0,0,0,1,1,Neutro
0.3,0.51,0.22,1.44,-7.12,-27.53,0,0,1,0,0,Neutro
0.25,0.02,0.15,-13.97,7.92,26.64,0,1,1,1,0,Neutro
0.29,0.66,0.15,-28.58,21.6,-7.3,1,0,0,1,0,Feliz
0.47,0.84,0.86,4.09,11.75,-26.5,1,1,1,1,0,Estressado
0.18,0.27,0.51,11.59,-17.07,-11.49,0,0,0,0,0,Cansado
0.85,0.76,0.33,5.7,26.72,-27.79,1,0,1,0,0,Feliz
0.56,0.85,0.41,-5.22,22.93,29.73,0,1,0,0,0,Triste
0.73,0.48,0.27,13.02,8.93,-17.43,0,0,0,0,1,Feliz
0.35,0.01,0.08,5.09,-29.7,19.39,0,0,1,0,1,Estressado
0.86,0.76,0.67,2.49,13.45,-10.9,1,0,1,1,1,Feliz
0.73,0.86,0.46,12.4,-26.56,11.32,1,1,0,0,1,Feliz
0.37,0.27,0.6,-29.06,-20.47,8.89,0,0,0,0,0,Triste
0.45,0.0,0.37,-0.55,12.67,-14.85,0,0,0,0,0,Estressado
0.1,0.05,0.3,9.43,-1.38,16.09,1,1,1,1,1,Feliz
0.6,0.74,0.27,21.12,-29.07,-0.37,0,0,1,0,1,Estressado
0.76,0.75,0.94,5.08,24.97,13.82,0,1,0,1,0,Neutro
0.8,0.87,0.7,-22.27,2.33,-2.52,1,0,1,0,1,Cansado
0.48,0.52,0.32,-23.36,20.52,18.23,1,0,1,0,0,Estressado
0.46,0.37,0.64,12.11,27.3,-20.07,1,0,1,0,1,Triste
0.64,0.88,0.56,29.7,-12.51,16.79,0,0,1,1,1,Feliz
0.57,0.59,0.4,-23.45,-7.78,24.08,0,1,1,1,0,Feliz
0.58,0.73,0.49,-28.88,28.31,-3.23,0,0,1,0,1,Triste
0.28,0.66,0.41,-29.09,29.57,-22.65,0,1,0,0,0,Neutro
0.23,0.6,0.85,17.39,-19.27,-14.27,1,0,1,0,1,Neutro
0.15,0.61,0.05,-26.96,-12.31,9.77,1,0,0,1,1,Cansado
0.56,0.79,0.91,-5.42,-16.95,-5.63,1,0,0,0,1,Estressado
0.63,0.31,0.4,4.07,-24.56,3.97,1,0,0,1,1,Triste
0.34,0.47,0.21,-16.63,25.75,26.75,1,0,0,1,0,Cansado
0.88,0.69,0.65,-19.04,22.11,16.5,1,1,0,1,0,Cansado
0.58,0.81,0.79,-4.46,-12.21,4.35,1,0,0,0,1,Triste
0.64,0.01,0.22,-3.52,0.91,-15.97,0,1,0,0,0,Estressado
0.54,0.32,0.12,7.67,-2.62,9.21,0,1,1,1,0,Cansado
0.18,0.46,0.74,16.24,-7.94,1.64,1,1,0,0,1,Feliz
0.73,0.16,0.25,-21.67,-1.12,-3.83,0,0,1,1,1,Neutro
0.01,0.49,0.25,-1.07,12.49,0.96,0,1,0,1,0,Feliz
0.83,0.14,0.54,13.23,20.4,-19.99,0,0,1,0,1,Estressado
0.82,0.94,0.98,2.91,8.07,-19.11,0,0,0,1,0,Cansado
0.72,0.66,0.04,-16.17,26.08,-3.65,0,1,0,1,0,Feliz
0.54,0.77,0.88,15.75,18.87,25.12,1,1,1,1,0,Feliz
0.35,0.22,0.82,27.72,-29.25,12.27,0,0,1,1,0,Cansado
0.52,0.15,0.66,18.45,-29.36,12.04,1,0,1,0,0,Triste
0.19,0.7,0.54,13.71,0.75,-5.16,0,0,0,0,1,Triste
0.66,0.73,0.69,7.27,-29.27,24.21,0,1,0,0,1,Estressado
0.11,0.11,0.47,-16.89,-7.56,26.59,1,0,0,0,0,Feliz
0.43,0.32,0.48,28.9,-27.84,12.1,0,0,1,0,1,Triste
0.43,0.52,0.86,2.68,8.04,-15.32,1,0,0,1,1,Estressado
0.29,0.47,0.67,-23.53,-10.64,-13.5,1,1,1,1,1,Neutro
0.05,0.99,0.36,-26.97,-11.97,-3.39,0,1,0,0,0,Cansado
0.62,0.86,0.31,-5.55,12.34,-21.08,1,1,1,0,0,Triste
0.21,0.56,0.65,29.51,5.74,0.87,1,1,1,1,1,Feliz
0.06,0.12,0.75,17.36,-11.85,12.7,0,1,1,1,1,Neutro
0.15,0.94,0.28,-5.18,-2.17,-28.45,1,0,1,0,1,Cansado
0.55,0.17,0.01,-19.26,-28.15,-25.0,0,0,1,1,1,Feliz
0.66,0.27,0.13,7.02,-27.65,-22.51,0,1,0,0,1,Neutro
0.78,0.38,0.53,11.6,15.4,-17.84,1,0,0,1,0,Neutro
0.68,0.31,0.75,8.01,25.93,18.7,1,1,1,0,0,Cansado
0.88,0.82,0.71,-0.69,8.1,17.81,0,1,0,1,0,Cansado
0.15,0.31,0.57,-6.27,-8.49,28.95,0,1,1,1,0,Neutro
0.57,0.26,0.43,21.79,-4.89,-12.3,0,1,0,1,1,Feliz
0.07,0.2,0.86,11.01,8.82,5.9,1,0,1,1,0,Cansado
0.14,0.6,0.35,-28.34,22.88,14.34,1,0,0,0,0,Neutro
0.13,0.8,0.14,-2.16,5.22,18.03,0,1,1,1,1,Feliz
0.49,0.66,0.54,7.84,-13.3,-27.91,0,0,1,1,0,Cansado
0.07,0.69,0.37,0.57,13.75,6.45,0,0,1,1,1,Estressado
0.28,0.67,0.0,-2.57,-15.79,-6.57,0,0,0,0,1,Neutro
0.27,0.35,0.11,-9.36,2.87,26.99,1,1,0,0,0,Triste
0.42,0.32,0.98,29.9,26.19,-4.61,1,1,1,1,1,Cansado
0.51,0.98,0.39,10.86,20.88,-25.57,0,0,1,1,0,Cansado
0.69,0.16,0.19,15.44,-9.21,2.67,0,0,0,0,1,Feliz
0.67,0.08,0.31,4.85,-2.53,20.66,1,0,1,0,1,Neutro
0.6,0.24,0.44,3.34,-21.19,-12.14,0,0,0,0,1,Estressado
0.94,0.42,0.78,-0.38,-27.52,21.86,1,0,1,0,1,Estressado
0.73,0.73,0.82,9.24,-13.05,19.67,0,1,0,1,1,Feliz
0.71,0.85,0.38,0.41,26.92,-1.01,0,0,1,1,0,Neutro
0.5,0.06,0.28,0.78,7.28,26.15,0,0,0,1,1,Cansado
0.46,0.33,0.65,-18.72,3.97,-25.52,1,1,0,0,0,Triste
0.81,0.26,0.75,-7.58,15.22,-7.27,0,0,0,0,1,Neutro
0.27,0.75,0.79,2.29,-9.59,29.34,0,1,1,1,1,Cansado
0.76,0.24,0.69,-26.78,-16.04,-1.0,0,0,0,1,0,Cansado
0.6,0.56,0.98,-8.85,8.26,7.82,0,1,1,0,0,Cansado
0.16,0.5,0.95,12.65,-17.42,28.01,1,1,0,1,1,Feliz
0.64,0.59,0.83,7.51,4.99,-3.84,1,0,0,0,0,Triste
0.78,0.83,0.68,-22.71,-25.62,21.24,0,0,0,0,1,Feliz
0.24,0.4,0.77,-9.57,-9.61,17.98,0,0,1,0,0,Estressado
0.35,0.23,0.48,10.33,-24.68,-27.14,0,0,1,1,1,Cansado
0.14,0.8,0.52,24.64,9.25,15.51,0,0,1,1,1,Triste
0.01,0.62,0.1,22.53,9.97,1.21,1,0,1,1,0,Cansado
0.3,0.78,0.55,-6.37,23.46,5.45,1,1,1,0,0,Triste
0.74,0.61,0.11,23.59,10.15,-28.0,0,0,0,0,1,Triste
0.63,0.66,0.2,27.92,-28.87,-3.32,1,0,1,0,0,Neutro
0.09,0.84,0.79,-15.04,21.69,3.62,1,0,1,1,1,Neutro
0.64,0.34,0.09,-11.19,10.23,9.22,0,0,1,0,0,Estressado
0.99,0.28,0.09,26.77,8.74,27.73,1,1,0,0,0,Estressado
0.09,0.26,0.37,9.25,3.96,24.21,0,1,1,0,0,Neutro
0.97,0.35,0.74,21.24,5.93,26.07,0,1,0,1,1,Neutro
0.89,0.47,0.15,11.18,-10.64,-2.25,0,0,0,0,1,Feliz
0.89,0.04,0.94,11.99,27.15,-0.59,1,0,0,1,1,Estressado
0.51,1.0,0.74,-23.34,-22.62,-23.39,1,0,1,0,0,Neutro
0.12,0.57,0.05,-16.37,16.3,10.86,0,0,0,1,1,Neutro
0.27,0.84,0.02,13.73,-21.09,-16.68,1,1,1,1,1,Neutro
0.94,0.65,0.01,-27.99,-13.02,14.96,0,0,1,0,1,Feliz
0.18,0.82,0.49,2.59,-14.18,29.88,1,0,0,1,1,Feliz
0.25,0.37,0.52,-2.06,4.05,29.76,0,1,0,1,0,Estressado
0.61,0.73,0.75,14.47,12.61,-12.57,0,1,1,1,0,Triste
0.72,0.29,0.18,-27.77,18.28,12.15,1,0,1,1,0,Triste
0.97,0.06,0.86,10.04,6.04,-0.6,1,0,1,0,1,Triste
0.77,0.74,0.67,-24.11,-15.95,-13.08,0,1,0,0,1,Feliz
0.18,0.15,0.57,27.15,-10.56,4.6,1,1,0,0,1,Estressado
0.38,0.39,0.37,11.46,3.04,17.82,1,1,0,1,1,Estressado
0.15,0.39,0.24,-10.77,13.4,-10.23,1,0,1,1,0,Neutro
0.66,0.12,0.76,16.89,-10.2,-17.36,0,0,0,0,0,Cansado
0.61,0.69,0.81,1.66,-17.85,20.77,0,1,1,0,1,Estressado
0.24,0.8,0.15,-2.37,26.84,22.45,1,1,0,0,1,Cansado
0.16,0.28,0.92,-27.8,-5.59,-12.76,0,0,0,0,1,Neutro
0.25,0.07,0.53,6.83,-9.31,1.55,1,0,1,0,1,Estressado
0.27,0.23,0.3,-19.95,15.76,-29.06,1,1,0,0,1,Neutro
0.56,0.03,0.73,-13.17,-10.53,-2.1,1,1,0,0,1,Feliz
0.15,0.09,0.55,18.55,11.81,8.0,1,0,0,0,1,Cansado
0.14,0.67,0.05,27.0,23.93,12.8,0,0,0,0,0,Feliz
0.74,0.22,0.44,14.16,-12.92,-20.37,0,0,0,0,0,Estressado
0.0,0.15,0.33,-12.42,-10.58,-8.83,1,0,0,1,1,Triste
0.45,0.33,0.91,-27.28,24.06,26.9,1,1,1,0,0,Cansado
0.57,0.27,0.03,20.32,18.34,-12.85,1,1,0,0,0,Cansado
0.47,0.23,0.89,8.91,8.78,0.46,0,1,1,1,1,Feliz
0.04,0.51,0.56,-25.47,-26.39,29.8,1,1,1,0,1,Feliz
0.95,0.91,0.76,1.31,-5.46,-5.12,1,0,1,0,0,Estressado
0.01,0.39,0.12,-22.43,-5.46,19.39,1,0,1,0,0,Cansado
0.72,0.48,0.66,-29.65,9.21,6.79,1,0,0,0,1,Feliz
0.06,0.85,0.43,6.64,-29.55,27.29,0,0,0,0,0,Cansado
0.83,0.68,0.62,20.43,-7.21,-20.67,1,0,1,0,0,Cansado
0.6,0.43,0.07,12.46,17.11,-8.06,0,0,0,0,1,Estressado
0.71,0.66,0.82,-10.73,9.44,-4.38,1,0,1,1,0,Feliz
0.24,0.49,0.96,16.12,-18.62,6.07,0,0,1,0,0,Estressado
0.98,0.74,0.59,20.09,2.26,-20.71,1,0,1,0,1,Estressado
0.95,0.67,0.1,-3.51,22.86,6.16,1,0,0,0,1,Triste
0.12,0.17,0.33,-16.32,29.78,28.49,1,0,0,0,1,Neutro
0.94,0.15,0.68,-7.06,-2.21,8.11,1,0,0,1,0,Estressado
0.7,0.43,0.79,14.69,21.66,-12.19,1,0,1,1,0,Triste
0.87,0.62,0.3,-21.08,-17.23,16.61,1,0,1,1,1,Triste
0.99,0.36,0.83,8.99,-19.1,9.5,0,1,0,1,0,Neutro
0.63,0.16,0.35,-9.98,-4.75,1.46,0,1,1,0,1,Neutro
0.3,0.33,0.39,17.64,19.4,-27.64,1,0,0,1,0,Estressado
0.16,0.1,0.64,-21.21,22.63,14.7,1,1,0,1,1,Estressado
0.47,0.95,0.81,-23.63,-19.34,-5.68,1,0,0,0,0,Cansado
0.67,0.71,0.18,-11.05,1.5,15.04,1,0,1,1,0,Triste
0.91,0.39,0.07,-27.14,22.96,5.4,1,1,1,1,1,Triste
0.14,0.05,0.45,-20.54,-26.89,-24.29,0,0,0,1,1,Triste
0.16,0.58,0.57,-14.67,22.13,2.4,1,1,1,0,1,Estressado
0.69,0.24,0.48,7.99,-3.86,0.28,1,0,0,0,0,Triste
0.19,0.22,0.96,28.96,15.7,6.01,1,0,1,0,1,Neutro
0.25,0.9,0.28,12.64,-23.37,9.89,0,0,1,0,0,Triste
0.39,0.24,0.01,26.41,-23.17,-11.57,0,0,1,1,1,Neutro
0.35,0.99,0.31,-24.47,-23.31,28.27,1,0,1,1,1,Feliz
0.21,0.51,0.02,23.92,-25.45,-9.12,1,0,1,1,1,Triste
0.36,0.46,0.97,27.21,-11.8,11.25,0,1,0,0,0,Cansado
0.8,0.06,0.58,-1.57,6.63,0.23,0,1,1,0,0,Triste
0.82,0.76,0.71,16.01,23.44,-16.09,1,1,1,0,1,Feliz
0.16,0.84,0.33,-1.32,29.3,-3.97,0,0,1,0,0,Estressado
0.74,0.89,0.32,-7.83,-10.59,-26.68,0,0,1,0,1,Estressado
0.13,0.17,0.45,-7.62,-3.81,19.04,1,1,0,0,0,Neutro
0.21,0.12,0.36,-10.98,21.85,2.6,1,0,0,0,1,Estressado
0.7,0.58,0.94,1.63,-10.46,-26.21,0,1,1,1,0,Triste
0.5,0.27,0.14,-24.43,-0.56,16.59,1,1,1,0,0,Feliz
0.09,0.52,0.0,-25.07,-12.99,-1.84,1,1,0,0,0,Feliz
0.48,0.02,0.81,-7.8,-24.11,-11.05,1,1,1,1,1,Triste
0.52,0.51,0.24,19.04,3.86,24.83,0,0,0,1,0,Triste
0.89,0.78,0.83,-8.32,-6.21,-23.55,1,1,1,1,0,Neutro
0.92,0.43,0.66,20.17,12.7,5.31,0,1,1,0,0,Triste
0.46,0.46,0.34,4.23,14.47,29.21,0,0,0,1,0,Triste
0.89,0.93,0.08,-22.37,-7.21,16.99,1,1,1,1,0,Estressado
0.47,0.63,0.19,0.96,16.6,2.88,0,0,0,1,1,Triste
0.43,0.28,0.57,23.62,7.48,-12.67,1,0,1,0,1,Triste
0.93,0.59,0.47,19.74,-8.9,3.59,1,0,1,1,1,Cansado
0.38,0.6,0.31,-12.41,-16.79,-1.61,1,1,1,0,0,Feliz
0.69,0.0,0.38,-12.57,-2.09,-23.31,1,0,0,1,0,Cansado
0.49,0.39,0.87,8.39,6.71,16.37,1,1,0,0,0,Cansado
0.12,0.26,0.48,11.15,26.97,-10.47,0,0,1,0,1,Neutro
0.89,0.73,0.15,17.36,19.18,-5.64,0,0,1,0,0,Feliz
0.67,0.45,0.57,5.17,27.95,-11.52,1,1,1,0,0,Neutro
0.75,0.36,0.58,-7.96,8.19,25.67,0,0,1,0,0,Estressado
0.95,0.61,0.62,-2.08,18.48,24.98,1,1,0,1,1,Neutro
0.88,0.73,0.78,-15.31,21.34,-17.46,0,0,0,0,0,Estressado
0.48,0.24,0.62,-13.99,4.43,-15.85,1,0,1,1,0,Feliz
0.53,0.18,0.27,26.03,-11.07,-12.63,1,0,0,0,1,Cansado
0.48,0.13,0.11,23.59,-11.75,4.11,0,0,1,0,1,Estressado
0.8,0.48,0.45,5.41,-5.15,-16.59,0,0,0,1,1,Neutro
0.11,0.31,0.09,-28.21,-21.43,-17.27,1,1,0,1,1,Cansado
0.98,0.24,0.31,16.32,-19.29,25.95,0,1,0,0,1,Cansado
0.06,0.12,0.31,27.22,3.47,8.86,0,0,1,1,1,Neutro
0.31,0.75,0.87,21.35,16.06,-27.84,1,0,1,0,0,Neutro
0.33,0.7,0.21,-4.94,-20.74,15.69,0,1,1,1,0,Neutro
0.39,0.45,0.97,-14.93,5.36,13.95,0,0,1,0,1,Feliz
0.7,0.21,0.34,4.72,19.52,0.58,1,0,1,1,1,Neutro
0.73,0.94,0.41,-5.93,-12.62,-7.45,0,1,0,1,0,Estressado
0.57,0.01,0.93,27.92,-19.7,-3.65,0,1,1,1,0,Estressado
0.06,0.88,0.69,-3.53,-3.74,3.5,1,1,0,0,0,Triste
0.67,0.57,0.39,13.22,23.98,-11.92,0,1,1,1,0,Cansado
0.64,0.39,0.71,-13.81,23.45,-17.82,0,0,0,0,0,Feliz
0.41,0.45,0.16,-17.77,18.49,-7.83,0,1,0,0,0,Feliz
0.62,0.02,0.24,24.08,-5.26,3.38,0,0,1,1,0,Triste
0.19,0.08,0.11,0.27,0.83,-13.01,1,0,1,0,1,Neutro
0.13,0.62,0.07,26.02,-7.14,24.89,0,0,1,1,0,Triste
0.95,0.75,0.73,-25.65,22.54,12.1,1,0,1,0,1,Neutro
0.55,0.94,0.25,18.61,-6.51,-19.93,1,0,0,0,1,Estressado
0.75,0.86,0.36,14.29,-16.17,-26.09,0,1,0,0,1,Triste
0.95,0.4,0.69,18.0,0.94,-6.02,0,0,1,0,1,Estressado
0.32,0.97,0.53,-24.25,29.64,7.11,0,0,0,1,0,Triste
0.82,1.0,0.91,24.23,-7.3,10.26,1,0,1,0,1,Feliz
0.85,0.29,0.56,23.01,-26.19,-4.12,1,0,0,0,0,Feliz
0.92,0.7,0.25,-18.54,3.46,16.14,0,0,1,1,1,Cansado
0.93,0.13,0.05,11.98,6.3,-24.79,0,1,0,0,0,Neutro
0.56,0.15,0.87,-29.23,19.03,0.88,1,0,1,0,0,Triste
0.84,0.24,0.92,-21.61,28.97,9.79,1,1,1,1,0,Cansado
0.67,0.87,0.59,25.07,7.28,19.67,0,1,1,0,1,Feliz
0.26,0.14,0.2,-25.24,7.55,-5.02,1,0,0,0,1,Cansado
0.51,0.29,0.46,-13.96,0.44,22.46,0,0,1,1,0,Cansado
0.27,0.82,0.89,2.63,-13.8,6.71,1,0,1,0,0,Cansado
0.63,0.22,0.45,-4.91,-5.39,13.58,0,0,1,1,1,Feliz
1.0,0.55,0.53,-18.62,1.11,24.82,1,1,0,0,0,Neutro
0.49,0.6,0.64,7.95,-10.15,-24.69,0,0,0,1,0,Feliz
0.12,0.2,0.5,-0.8,2.57,-5.8,1,1,0,0,0,Estressado
0.08,0.33,0.94,-7.81,-7.02,4.64,0,0,0,1,0,Feliz
0.57,0.67,0.79,-6.02,-21.16,-3.2,1,1,1,0,0,Neutro
0.32,0.87,0.68,22.41,19.81,-10.99,1,0,0,0,0,Estressado
0.58,0.11,0.29,6.91,0.35,-1.73,1,1,1,0,1,Neutro
0.95,0.31,0.9,-3.87,-2.29,8.56,1,0,0,0,0,Estressado
0.64,0.51,0.29,26.75,22.58,9.18,1,0,0,0,1,Feliz
0.94,0.24,0.78,6.59,-25.35,-14.95,0,1,1,1,1,Feliz
0.71,0.39,0.13,-0.98,0.68,-5.06,1,0,1,0,1,Triste
0.14,0.57,0.52,19.66,28.79,18.34,1,0,0,0,0,Cansado
0.49,0.36,0.38,15.06,-13.81,-27.85,1,0,0,0,1,Triste
0.56,0.4,0.16,-20.11,27.58,16.28,1,0,1,0,1,Triste
0.46,0.71,0.8,-9.47,-1.9,-19.73,1,0,1,1,1,Triste
0.16,0.2,0.97,4.45,16.72,15.63,1,1,1,0,1,Feliz
0.84,0.67,0.13,-23.74,5.34,8.86,0,0,0,0,1,Neutro
0.86,0.88,0.08,-26.48,13.83,19.39,0,0,1,1,1,Feliz
0.84,0.56,0.29,8.47,8.74,-3.42,0,1,0,0,0,Feliz
0.5,0.42,0.56,23.83,27.81,-4.78,0,0,0,1,0,Feliz
0.3,0.6,0.13,-5.16,-26.93,-21.45,0,0,0,0,0,Neutro
0.59,0.49,0.3,18.07,-7.19,-8.71,0,0,0,0,1,Triste
0.49,0.9,0.95,-20.56,18.93,28.59,0,1,0,0,0,Triste
0.44,0.64,0.93,16.05,6.48,25.08,1,1,0,1,0,Estressado
0.96,0.96,0.57,14.02,7.52,-19.76,1,0,1,0,0,Triste
0.22,0.84,0.77,-22.94,-1.89,-9.59,0,0,0,0,1,Neutro
0.05,0.25,0.88,23.6,-9.58,2.78,1,1,1,0,1,Feliz
0.72,0.91,0.31,-10.98,-12.18,-21.63,1,1,1,1,0,Cansado
0.95,0.4,0.74,-25.59,15.37,-12.67,0,0,0,0,0,Neutro
0.71,0.87,0.13,-24.43,-11.48,19.29,0,0,1,1,1,Estressado
